indicator,year,n,mean_wt_resid,se_wt_resid
BSAI LL Fishery: Large females >= 75 cm,1999,125,-0.050494455479590535,0.018653568362428857
BSAI LL Fishery: Large females >= 75 cm,2000,143,-6.133862543785029e-4,0.012729943284295398
BSAI LL Fishery: Large females >= 75 cm,2001,90,-0.020000605407090543,0.013175004351063266
BSAI LL Fishery: Large females >= 75 cm,2002,151,-0.029027269583510283,0.017214833299145308
BSAI LL Fishery: Large females >= 75 cm,2003,172,0.002241296377832806,0.009353132705437051
BSAI LL Fishery: Large females >= 75 cm,2004,142,0.01488088794837588,0.010435281645439647
BSAI LL Fishery: Large females >= 75 cm,2005,62,0.0011338934810345316,0.02067865875895577
BSAI LL Fishery: Large females >= 75 cm,2006,64,-0.08313538198397567,0.027679552495101862
BSAI LL Fishery: Large females >= 75 cm,2007,94,-0.037981824053923564,0.016017791444921943
BSAI LL Fishery: Large females >= 75 cm,2008,137,-0.030512641286515155,0.010735616137655593
BSAI LL Fishery: Large females >= 75 cm,2009,335,-0.03182729493108899,0.006679862434766481
BSAI LL Fishery: Large females >= 75 cm,2010,225,-0.012250214361127498,0.009192759323490115
BSAI LL Fishery: Large females >= 75 cm,2011,152,0.009634999634826839,0.010894695174602705
BSAI LL Fishery: Large females >= 75 cm,2012,240,0.024885272032306095,0.00865689626583667
BSAI LL Fishery: Large females >= 75 cm,2013,459,0.021318677919393025,0.006094312857852339
BSAI LL Fishery: Large females >= 75 cm,2014,125,-0.03164522277049158,0.011683982059309218
BSAI LL Fishery: Large females >= 75 cm,2015,221,-0.03968774118961149,0.010956372250698428
BSAI LL Fishery: Large females >= 75 cm,2016,55,-0.01037217189098934,0.014571697888062042
BSAI LL Fishery: Large females >= 75 cm,2017,1,NA,NA
BSAI LL Fishery: Large females >= 75 cm,2018,3,NA,NA
BSAI LL Fishery: Large females >= 75 cm,2019,1,NA,NA
GOA LL Fishery: Large females >= 75 cm,1999,317,0.014327631017311927,0.008075779455042249
GOA LL Fishery: Large females >= 75 cm,2000,473,0.04090213274352189,0.006243379201783364
GOA LL Fishery: Large females >= 75 cm,2001,416,-0.002348293146401859,0.008736770557171984
GOA LL Fishery: Large females >= 75 cm,2002,342,0.030097786746802246,0.007366827926081833
GOA LL Fishery: Large females >= 75 cm,2003,334,-0.0016273747641403081,0.007935237099030065
GOA LL Fishery: Large females >= 75 cm,2004,267,-0.01853718869430854,0.010102018321066622
GOA LL Fishery: Large females >= 75 cm,2005,316,-0.006182056294771853,0.009020712639118222
GOA LL Fishery: Large females >= 75 cm,2006,380,-0.030057146780592594,0.0069238375518810786
GOA LL Fishery: Large females >= 75 cm,2007,349,-0.02745806833867149,0.006970239841024473
GOA LL Fishery: Large females >= 75 cm,2008,373,-0.011193859164245671,0.007959462170962462
GOA LL Fishery: Large females >= 75 cm,2009,302,-0.01925803468575481,0.007776119183962205
GOA LL Fishery: Large females >= 75 cm,2010,304,-0.025557938961217108,0.007904001272300364
GOA LL Fishery: Large females >= 75 cm,2011,237,-0.007473417123061104,0.008747652110220005
GOA LL Fishery: Large females >= 75 cm,2012,341,-0.03826232045523269,0.00647091738912002
GOA LL Fishery: Large females >= 75 cm,2013,341,-0.04800702794883193,0.00930474492826056
GOA LL Fishery: Large females >= 75 cm,2014,385,-0.023461148742173983,0.007681656557151839
GOA LL Fishery: Large females >= 75 cm,2015,409,-0.03663913083660555,0.007362916781266175
GOA LL Fishery: Large females >= 75 cm,2016,379,4.4233320372513983e-4,0.00831474376180293
GOA LL Fishery: Large females >= 75 cm,2017,277,-0.014881388824137911,0.007731295445242468
GOA LL Fishery: Large females >= 75 cm,2018,261,-0.012158842832281944,0.00936903427369157
GOA LL Fishery: Large females >= 75 cm,2019,190,-0.010647580183178082,0.011221243598839113
GOA LL Fishery: Large females >= 75 cm,2020,22,-0.019709489414170146,0.018211069694420625
GOA LL Survey: Age-4 immature females,1996,37,0.004025475150029002,0.016136947445237856
GOA LL Survey: Age-4 immature females,1997,23,-0.01714615253415467,0.015316359207404508
GOA LL Survey: Age-4 immature females,1998,54,-0.0045072516549762255,0.013414545141827761
GOA LL Survey: Age-4 immature females,1999,60,-0.012447961940695973,0.010496723688474957
GOA LL Survey: Age-4 immature females,2000,37,0.012761328280097222,0.014044734051753867
GOA LL Survey: Age-4 immature females,2001,97,0.03340310545800855,0.010051395379996718
GOA LL Survey: Age-4 immature females,2002,33,-0.0033035722433965315,0.012305442507945907
GOA LL Survey: Age-4 immature females,2003,29,-0.01464615162048793,0.011172345360725616
GOA LL Survey: Age-4 immature females,2004,73,0.03126977254756456,0.014645541862955535
GOA LL Survey: Age-4 immature females,2005,20,-0.009738627133846517,0.03142387633735257
GOA LL Survey: Age-4 immature females,2006,18,0.013906605236129504,0.02192411177978
GOA LL Survey: Age-4 immature females,2007,33,-0.02071452876174328,0.012018746060974457
GOA LL Survey: Age-4 immature females,2008,32,0.015431146063771457,0.013895391255742089
GOA LL Survey: Age-4 immature females,2009,21,0.0421926256272505,0.03262662973663469
GOA LL Survey: Age-4 immature females,2010,19,0.008083600223745144,0.01861175945529731
GOA LL Survey: Age-4 immature females,2011,28,-0.026778389986496957,0.012432207402880072
GOA LL Survey: Age-4 immature females,2012,36,0.010767706896107636,0.013209231382320621
GOA LL Survey: Age-4 immature females,2013,23,-0.01055685448684872,0.014639183400969513
GOA LL Survey: Age-4 immature females,2014,22,0.008616168718896257,0.01892911804954368
GOA LL Survey: Age-4 immature females,2015,16,-0.045919981296970884,0.01572831613582282
GOA LL Survey: Age-4 immature females,2016,22,-0.0033291594326985336,0.019528073739880736
GOA LL Survey: Age-4 immature females,2017,54,-0.06377592023846426,0.010437285513244576
GOA LL Survey: Age-4 immature females,2018,144,-0.01649539663217084,0.006102083369051536
GOA LL Survey: Age-4 immature females,2019,75,-0.030923784309649253,0.00924834277929688
GOA LL Survey: Large females >= 75 cm,1996,676,-0.01355247316417189,0.0036412194157914237
GOA LL Survey: Large females >= 75 cm,1997,397,-2.8694517853053924e-4,0.004998771803238417
GOA LL Survey: Large females >= 75 cm,1998,338,0.01648564167007251,0.006072353469398922
GOA LL Survey: Large females >= 75 cm,1999,417,0.014619183980236036,0.005008910431800828
GOA LL Survey: Large females >= 75 cm,2000,352,0.014719490125682326,0.004633773382467738
GOA LL Survey: Large females >= 75 cm,2001,344,0.006873141029622115,0.005487331329399044
GOA LL Survey: Large females >= 75 cm,2002,323,0.008939824523927796,0.005515138011790813
GOA LL Survey: Large females >= 75 cm,2003,202,-0.010075194173613874,0.007422888722649944
GOA LL Survey: Large females >= 75 cm,2004,187,0.012611728263507238,0.0084088640275966145
GOA LL Survey: Large females >= 75 cm,2005,203,-0.016904193105798705,0.007360481661499653
GOA LL Survey: Large females >= 75 cm,2006,259,-0.014454447794326607,0.006242410574235179
GOA LL Survey: Large females >= 75 cm,2007,250,-0.023338746215871103,0.006037431348828321
GOA LL Survey: Large females >= 75 cm,2008,262,-0.006039457398369944,0.006477281773319685
GOA LL Survey: Large females >= 75 cm,2009,243,-0.013372837836642648,0.006344763238750163
GOA LL Survey: Large females >= 75 cm,2010,289,-0.0034098473754698103,0.005353833945321433
GOA LL Survey: Large females >= 75 cm,2011,270,-0.010995347591100333,0.005805434899300944
GOA LL Survey: Large females >= 75 cm,2012,194,-0.003988790036777962,0.006819338536649129
GOA LL Survey: Large females >= 75 cm,2013,215,-0.030392435361269326,0.006557472721463216
GOA LL Survey: Large females >= 75 cm,2014,196,-0.0055044595409792845,0.006184645440345007
GOA LL Survey: Large females >= 75 cm,2015,162,-0.036665286498256476,0.007382851693241452
GOA LL Survey: Large females >= 75 cm,2016,156,-0.018331727672193657,0.00735381602088944
GOA LL Survey: Large females >= 75 cm,2017,161,-0.02625091383958983,0.0073246005710098944
GOA LL Survey: Large females >= 75 cm,2018,97,0.006855553427383159,0.008634449905826552
GOA LL Survey: Large females >= 75 cm,2019,108,-0.010332119134803587,0.008444861542327596
GOA LL Survey: Large females >= 75 cm,2020,117,-0.006642074656457138,0.0072604660848520144
